Vertices,Source,Dest,IO_Time,Algo_Time,I,D,U,Sift_Up,Sift_Down
1048576,188949,-1,3422.74,1259.34,1048576,1048576,560890,520436,14564818
1048576,540026,-1,3415.53,1266.54,1048576,1048576,559827,519654,14554586
1048576,330433,-1,3403.54,1266.94,1048576,1048576,560963,519885,14564617
1048576,152216,-1,3392.3,1269.07,1048576,1048576,561207,518315,14566754
1048576,387181,-1,3415.1,1265.27,1048576,1048576,560975,518627,14562972
1048576,729845,-1,3407.06,1274.91,1048576,1048576,561175,519175,14567447
1048576,547053,-1,3414.22,1266.06,1048576,1048576,560670,519521,14562243
1048576,791064,-1,3397.96,1265.54,1048576,1048576,560997,518967,14564438
1048576,593494,-1,3431.72,1261.56,1048576,1048576,560727,519571,14563383
1048576,604712,-1,3415.73,1268.56,1048576,1048576,560098,519092,14556340
1048576,990742,-1,4872.59,1732.31,1048576,1048576,822446,699773,17171347
1048576,27493,-1,4844.9,1731.02,1048576,1048576,823384,697599,17182320
1048576,821161,-1,4877.38,1717.68,1048576,1048576,823556,699601,17182486
1048576,832489,-1,4882.41,1739.08,1048576,1048576,822749,698640,17173913
1048576,986527,-1,4924.62,1665.41,1048576,1048576,822660,698357,17173424
1048576,388310,-1,4902.92,1727.58,1048576,1048576,823952,698372,17185504
1048576,737705,-1,4838.36,1722.81,1048576,1048576,823245,698226,17180380
1048576,191059,-1,4880.79,1734.03,1048576,1048576,822412,699679,17171609
1048576,722578,-1,4867.46,1721.63,1048576,1048576,821661,697385,17166293
1048576,598585,-1,4935.47,1730.44,1048576,1048576,823262,698347,17180657
1048576,512815,-1,4878.45,1754.12,1048576,1048576,822983,697516,17176263
1048576,152485,-1,4963.81,1736.52,1048576,1048576,824023,698499,17187899
1048576,801400,-1,4919.91,1729.13,1048576,1048576,823123,701153,17179713
1048576,247173,-1,4884.02,1737.08,1048576,1048576,821717,697147,17164095
1048576,795827,-1,4852.95,1734.5,1048576,1048576,822614,700006,17175080
1048576,769305,-1,4864.71,1727.74,1048576,1048576,822254,696261,17169699
1048576,28208,-1,4876.95,1717.99,1048576,1048576,822478,698357,17174061
1048576,918533,-1,4842.69,1719.24,1048576,1048576,821511,697413,17163326
1048576,125622,-1,4872.71,1738.51,1048576,1048576,822062,698746,17168814
1048576,216237,-1,4879.04,1733.03,1048576,1048576,821779,697584,17166224
1048576,21886,-1,4900.84,1735.41,1048576,1048576,823217,698668,17180437
1048576,684631,-1,4905.13,1735.39,1048576,1048576,823673,701242,17183801
1048576,179918,-1,4879.53,1724.77,1048576,1048576,823366,696476,17180649
1048576,563670,-1,4880.37,1718.29,1048576,1048576,822790,699079,17175079
1048576,528899,-1,4875.51,1735.2,1048576,1048576,822411,695879,17172652
1048576,829818,-1,4876.92,1731.53,1048576,1048576,822416,697610,17172476
1048576,968532,-1,4861.71,1721.32,1048576,1048576,822526,696588,17174463
1048576,739265,-1,4856.6,1735.2,1048576,1048576,822599,699472,17174361
1048576,900199,-1,4865.01,1727.34,1048576,1048576,822217,696853,17169600
1048576,576358,-1,4850.96,1731.41,1048576,1048576,823249,698150,17179558
1048576,386602,-1,6952.35,2394.09,1048576,1048576,1111751,896718,20003885
1048576,175978,-1,6925.55,2396.88,1048576,1048576,1111925,895871,20004050
1048576,325733,-1,6877.08,2400.54,1048576,1048576,1113059,899339,20018468
1048576,958057,-1,6971.12,2398.04,1048576,1048576,1112147,898051,20007686
1048576,161516,-1,6898.59,2405.3,1048576,1048576,1113690,900453,20024778
1048576,956990,-1,6877.46,2402.7,1048576,1048576,1112563,897637,20012749
1048576,705967,-1,6911.25,2405.47,1048576,1048576,1112246,898702,20011161
1048576,667157,-1,6908.23,2405.64,1048576,1048576,1112550,897900,20013837
1048576,809407,-1,6884.57,2403.74,1048576,1048576,1111746,898391,20005198
1048576,610852,-1,6879.07,2386.51,1048576,1048576,1113466,899254,20022664
1048576,649429,-1,6889.06,2394.48,1048576,1048576,1112110,898307,20008745
1048576,918061,-1,6922.53,2412.04,1048576,1048576,1112382,898726,20010617
1048576,765142,-1,7061.01,2388.53,1048576,1048576,1111515,896712,20001716
1048576,875347,-1,6940.05,2401.28,1048576,1048576,1112667,899261,20014259
1048576,244408,-1,6916,2392.14,1048576,1048576,1111874,897604,20004735
1048576,789095,-1,6908.98,2384.5,1048576,1048576,1111212,898554,19998024
1048576,611753,-1,6904.68,2393.74,1048576,1048576,1112605,900491,20012432
1048576,145414,-1,6913.16,2391.78,1048576,1048576,1111199,896744,19997572
1048576,116421,-1,6939.64,2393.29,1048576,1048576,1112362,898354,20011824
1048576,730052,-1,6950.92,2396.28,1048576,1048576,1114564,899526,20032676
1048576,253458,-1,6914.28,2393.38,1048576,1048576,1111880,898633,20005896
1048576,725939,-1,6930.81,2396.1,1048576,1048576,1111585,897342,20002925
1048576,127554,-1,6938.28,2395.08,1048576,1048576,1110929,898399,19996682
1048576,415485,-1,6896.56,2381.78,1048576,1048576,1111573,897821,20002874
1048576,641877,-1,6904.16,2388.88,1048576,1048576,1114023,900918,20029165
1048576,668379,-1,6898.23,2399.11,1048576,1048576,1113026,899257,20017106
1048576,998410,-1,6887.49,2392.39,1048576,1048576,1113381,899320,20021971
1048576,706027,-1,6961.45,2399.7,1048576,1048576,1113022,898439,20018278
1048576,590472,-1,6897.06,2402.54,1048576,1048576,1111797,897716,20004499
1048576,614638,-1,6899.05,2410.32,1048576,1048576,1112517,899225,20013271
1048576,943007,-1,9822.83,3284.72,1048576,1048576,1416844,1123169,23251710
1048576,194573,-1,9802.84,3276.99,1048576,1048576,1418922,1124160,23273757
1048576,763915,-1,9817.2,3291.71,1048576,1048576,1416070,1119864,23243941
1048576,615047,-1,9750.4,3266.57,1048576,1048576,1418104,1123134,23265691
1048576,312898,-1,9824.93,3273.19,1048576,1048576,1416588,1121001,23247011
1048576,552934,-1,9831,3276.73,1048576,1048576,1416619,1121480,23249981
1048576,74540,-1,9787.43,3317.62,1048576,1048576,1415716,1120733,23241396
1048576,557234,-1,9786.19,3279.38,1048576,1048576,1416036,1120268,23243900
1048576,989887,-1,9873.46,3276.35,1048576,1048576,1417997,1122717,23265216
1048576,1573,-1,9801.13,3277.48,1048576,1048576,1417252,1123451,23256347
1048576,124614,-1,9818.91,3291.31,1048576,1048576,1416454,1121007,23248561
1048576,474802,-1,9827.95,3337.57,1048576,1048576,1416108,1120684,23244718
1048576,1004048,-1,9832.79,3285.65,1048576,1048576,1416972,1121792,23254346
1048576,331658,-1,9754.82,3338.36,1048576,1048576,1418648,1124878,23270857
